Legislator,Party,"Vote on Energy Independence and Security Act of 2007 On Passage - Senate - H.R. 6, As Amended, 06/22/2007",Contribution Amount,Contributor Employer,Contributor Interest Group,Interest Group Position on Energy Independence and Security Act of 2007
Johnny Isakson,Republican,No,$333,Hoglund Resources,Investors,Oppose
Johnny Isakson,Republican,No,$1000,,Investors,Oppose
Johnny Isakson,Republican,No,$250,,Investors,Oppose
Johnny Isakson,Republican,No,$500,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$200,,Investors,Oppose
Johnny Isakson,Republican,No,$2000,,Investors,Oppose
Johnny Isakson,Republican,No,$2000,,Investors,Oppose
Johnny Isakson,Republican,No,$250,,Investors,Oppose
Johnny Isakson,Republican,No,$2000,,Investors,Oppose
Johnny Isakson,Republican,No,$250,,Investors,Oppose
Johnny Isakson,Republican,No,$1500,,Investors,Oppose
Johnny Isakson,Republican,No,$2000,,Investors,Oppose
Johnny Isakson,Republican,No,$2000,AMB Group,Investors,Oppose
Johnny Isakson,Republican,No,$500,Payne Investments,Investors,Oppose
Johnny Isakson,Republican,No,$2000,,Investors,Oppose
Johnny Isakson,Republican,No,$250,,Investors,Oppose
Johnny Isakson,Republican,No,$500,,Investors,Oppose
Johnny Isakson,Republican,No,$500,,Investors,Oppose
Johnny Isakson,Republican,No,$1000,,Investors,Oppose
Johnny Isakson,Republican,No,$500,,Investors,Oppose
Johnny Isakson,Republican,No,$1000,,Investors,Oppose
Johnny Isakson,Republican,No,$500,Naegele Communications,Investors,Oppose
Johnny Isakson,Republican,No,$500,Naegele Communications,Investors,Oppose
Johnny Isakson,Republican,No,-$2000,AMB Group,Investors,Oppose
Johnny Isakson,Republican,No,$500,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$2100,,Investors,Oppose
Johnny Isakson,Republican,No,$250,,Investors,Oppose
Johnny Isakson,Republican,No,$500,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$250,,Investors,Oppose
Johnny Isakson,Republican,No,$1000,Atlantic Investment,Investors,Oppose
Johnny Isakson,Republican,No,$1000,Shaw Investments,Investors,Oppose
Johnny Isakson,Republican,No,$1500,,Investors,Oppose
Johnny Isakson,Republican,No,$1000,,Investors,Oppose
Johnny Isakson,Republican,No,$2100,,Investors,Oppose
Johnny Isakson,Republican,No,$500,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$500,Amb Group,Investors,Oppose
Johnny Isakson,Republican,No,$1000,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$1000,,Investors,Oppose
Johnny Isakson,Republican,No,$1000,Redhead Llc,Investors,Oppose
Johnny Isakson,Republican,No,$500,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$500,Redhead LLC,Investors,Oppose
Johnny Isakson,Republican,No,$1000,Pine Hill Investments,Investors,Oppose
Johnny Isakson,Republican,No,$1150,Atlantic Investment,Investors,Oppose
Johnny Isakson,Republican,No,$800,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$350,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$2300,,Investors,Oppose
Johnny Isakson,Republican,No,$1150,,Investors,Oppose
Johnny Isakson,Republican,No,$1000,,Investors,Oppose
Johnny Isakson,Republican,No,-$2300,,Investors,Oppose
Johnny Isakson,Republican,No,$1150,,Investors,Oppose
Johnny Isakson,Republican,No,$250,Cornerstone Investment Partner,Investors,Oppose
Johnny Isakson,Republican,No,$200,Chapco Investments LLC,Investors,Oppose
Johnny Isakson,Republican,No,$1000,Chapco Investments LLC,Investors,Oppose
Johnny Isakson,Republican,No,$200,Chapco Investments LLC,Investors,Oppose
Johnny Isakson,Republican,No,$1000,Kellett Investments,Investors,Oppose
Johnny Isakson,Republican,No,$500,Private Investments,Investors,Oppose
Johnny Isakson,Republican,No,$250,Redhead LLC,Investors,Oppose
Johnny Isakson,Republican,No,$1500,Comanche Investment,Investors,Oppose
Johnny Isakson,Republican,No,$500,,Investors,Oppose
Johnny Isakson,Republican,No,$250,Redhead LLC,Investors,Oppose
Johnny Isakson,Republican,No,$1000,Atlantic Investment,Investors,Oppose
Johnny Isakson,Republican,No,$200,West Hill Investors,Investors,Oppose
Johnny Isakson,Republican,No,$200,West Hill Investors,Investors,Oppose
Johnny Isakson,Republican,No,$200,West Hill Investors,Investors,Oppose
Johnny Isakson,Republican,No,$200,West Hill Investors,Investors,Oppose
Johnny Isakson,Republican,No,$500,Tri-Kell Investments,Investors,Oppose
Johnny Isakson,Republican,No,$400,Private Investments,Investors,Oppose
Johnny Isakson,Republican,No,$250,Goddard Investment Group,Investors,Oppose
Johnny Isakson,Republican,No,$1000,,Investors,Oppose
Johnny Isakson,Republican,No,$500,Cornerstone Investment Partner,Investors,Oppose
Johnny Isakson,Republican,No,$500,Comanche Investment,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$500,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,Inter-American Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2100,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$400,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2100,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$400,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,Peak Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$900,Inter-American Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1100,Inter-American Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2000,Gamma Investors,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,Arbor Enterprises,Investors,Oppose
Bob Menéndez,Democrat,Yes,$500,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2100,HBJ Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2100,HBJ Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2000,Valuation Investment,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,Tomay Inc,Investors,Oppose
Bob Menéndez,Democrat,Yes,$500,Tomaras Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1500,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1500,Inter-American Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,-$300,Inter-American Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2100,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1600,Tomaras Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$500,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$250,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1500,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$250,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2100,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2100,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$2000,Innovation Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,Innovation Investments,Investors,Oppose
Bob Menéndez,Democrat,Yes,$500,,Investors,Oppose
Bob Menéndez,Democrat,Yes,$1000,Kingsbridge Financial Group,Investors,Oppose
Bernie Sanders,Independent,Yes,$250,,Investors,Oppose
Bernie Sanders,Independent,Yes,$250,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,Dennis White Investments,Investors,Oppose
Bernie Sanders,Independent,Yes,$1000,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$2100,,Investors,Oppose
Bernie Sanders,Independent,Yes,$2100,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$250,,Investors,Oppose
Bernie Sanders,Independent,Yes,$250,,Investors,Oppose
Bernie Sanders,Independent,Yes,$2100,,Investors,Oppose
Bernie Sanders,Independent,Yes,$2100,,Investors,Oppose
Bernie Sanders,Independent,Yes,$2000,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$1000,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$1900,,Investors,Oppose
Bernie Sanders,Independent,Yes,$1000,,Investors,Oppose
Bernie Sanders,Independent,Yes,$1000,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
Bernie Sanders,Independent,Yes,$1000,,Investors,Oppose
Bernie Sanders,Independent,Yes,$500,,Investors,Oppose
David Vitter,Republican,No,$250,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$2000,Saul Partners,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$500,Centurion Partners,Investors,Oppose
David Vitter,Republican,No,$1000,G&B Investments,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$300,Private Investments,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$200,,Investors,Oppose
David Vitter,Republican,No,$1000,Centurion Partners,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$2000,Peter O'Donnell Jr Investments,Investors,Oppose
David Vitter,Republican,No,$2000,Peter O'Donnell Jr Investments,Investors,Oppose
David Vitter,Republican,No,$333,Hoglund Resources,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1000,Naegele Communications,Investors,Oppose
David Vitter,Republican,No,$1000,Naegele Communications,Investors,Oppose
David Vitter,Republican,No,$2000,Ranger Governance Ltd,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$300,Private Investments,Investors,Oppose
David Vitter,Republican,No,$500,Kemmerer Resources,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$400,,Investors,Oppose
David Vitter,Republican,No,$2000,Saul Partners,Investors,Oppose
David Vitter,Republican,No,$1000,Saul Partners,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$2000,Entrepreneurial Corp Group,Investors,Oppose
David Vitter,Republican,No,$2000,Phillips Industries,Investors,Oppose
David Vitter,Republican,No,$300,Carruth Management,Investors,Oppose
David Vitter,Republican,No,$2000,Investor/Philanthropist,Investors,Oppose
David Vitter,Republican,No,$611,Entrepreneurial Corp Group,Investors,Oppose
David Vitter,Republican,No,$2000,Phillips Industries,Investors,Oppose
David Vitter,Republican,No,$2000,Phillips Industries,Investors,Oppose
David Vitter,Republican,No,$2000,Phillips Industries,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$825,Clive Runnells Enterprises,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$2000,Investor/Philanthropist,Investors,Oppose
David Vitter,Republican,No,$2000,Phillips Industries,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$2000,Phillips Industries,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$2000,WW Tichenor & Co,Investors,Oppose
David Vitter,Republican,No,$2000,WW Tichenor & Co,Investors,Oppose
David Vitter,Republican,No,$2000,Eldred Enterprises,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$600,Private Investments,Investors,Oppose
David Vitter,Republican,No,$1000,Pan Inc,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$2000,Choptank Partners,Investors,Oppose
David Vitter,Republican,No,$2000,Choptank Partners,Investors,Oppose
David Vitter,Republican,No,$1791,Perry R Bass Inc,Investors,Oppose
David Vitter,Republican,No,$1541,Perry R Bass Inc,Investors,Oppose
David Vitter,Republican,No,$833,,Investors,Oppose
David Vitter,Republican,No,$2000,Forbes Westar Pistol Creek Finance,Investors,Oppose
David Vitter,Republican,No,$1000,Naegele Communications,Investors,Oppose
David Vitter,Republican,No,$1000,Naegele Communications,Investors,Oppose
David Vitter,Republican,No,$2000,Brunie Assoc,Investors,Oppose
David Vitter,Republican,No,$1708,,Investors,Oppose
David Vitter,Republican,No,$500,Muhs Co,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1591,Eldred Enterprises,Investors,Oppose
David Vitter,Republican,No,$666,WS Farish & Co,Investors,Oppose
David Vitter,Republican,No,$1291,,Investors,Oppose
David Vitter,Republican,No,$1333,,Investors,Oppose
David Vitter,Republican,No,$1083,WS Farish & Co,Investors,Oppose
David Vitter,Republican,No,$300,Private Investments,Investors,Oppose
David Vitter,Republican,No,$260,,Investors,Oppose
David Vitter,Republican,No,$2000,,Investors,Oppose
David Vitter,Republican,No,$875,Ecclestone Investment Group,Investors,Oppose
David Vitter,Republican,No,$875,Ecclestone Investment Group,Investors,Oppose
David Vitter,Republican,No,$500,Arbor Enterprises,Investors,Oppose
David Vitter,Republican,No,$500,Ross Investments,Investors,Oppose
David Vitter,Republican,No,$200,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1000,Pgs Investments,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$250,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$250,Pgs Investments,Investors,Oppose
David Vitter,Republican,No,$250,,Investors,Oppose
David Vitter,Republican,No,$500,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$250,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,$1500,,Investors,Oppose
David Vitter,Republican,No,$850,,Investors,Oppose
David Vitter,Republican,No,$650,,Investors,Oppose
David Vitter,Republican,No,$2100,John B Foster Investments,Investors,Oppose
David Vitter,Republican,No,$2000,Centurion Partners,Investors,Oppose
David Vitter,Republican,No,$400,,Investors,Oppose
David Vitter,Republican,No,$1500,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$1100,,Investors,Oppose
David Vitter,Republican,No,$1500,Business Investment Group,Investors,Oppose
David Vitter,Republican,No,$1500,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
David Vitter,Republican,No,$1000,B&B Investment Group,Investors,Oppose
David Vitter,Republican,No,$200,Richard S Griffith,Investors,Oppose
David Vitter,Republican,No,$800,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$1450,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$3750,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$2300,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$850,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$200,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$2100,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$2300,Park Investments,Investors,Oppose
David Vitter,Republican,No,$250,Explore Investments,Investors,Oppose
David Vitter,Republican,No,$200,Park Investments,Investors,Oppose
David Vitter,Republican,No,$2300,,Investors,Oppose
David Vitter,Republican,No,$200,,Investors,Oppose
David Vitter,Republican,No,$2300,,Investors,Oppose
David Vitter,Republican,No,$200,,Investors,Oppose
David Vitter,Republican,No,$1000,,Investors,Oppose
David Vitter,Republican,No,-$1450,Svendson Investments,Investors,Oppose
David Vitter,Republican,No,$200,,Investors,Oppose
David Vitter,Republican,No,$1300,,Investors,Oppose
David Vitter,Republican,No,$400,Capital Investments Management,Investors,Oppose
David Vitter,Republican,No,$200,,Investors,Oppose
David Vitter,Republican,No,$1300,,Investors,Oppose
David Vitter,Republican,No,$500,,Investors,Oppose
Daniel K. Akaka,Democrat,Yes,$2000,Bojim Investments,Investors,Oppose
Daniel K. Akaka,Democrat,Yes,$2000,Estate of Samuel Mills Damon,Investors,Oppose
Daniel K. Akaka,Democrat,Yes,$500,Bojim Investments,Investors,Oppose
Daniel K. Akaka,Democrat,Yes,$2000,Baker Family Foundation,Investors,Oppose
Daniel K. Akaka,Democrat,Yes,$1000,ELR Holdings,Investors,Oppose
Daniel K. Akaka,Democrat,Yes,$2000,,Investors,Oppose
Daniel K. Akaka,Democrat,Yes,$2000,Estate of Samuel Mills Damon,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,JMR Group,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,JMR Group,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1000,Individual Investor,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,Gen Cap America,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,Gen Cap America,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1000,Diversified Trust Co,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,Massey Burch Investment Group,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1000,,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1000,Private Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1000,Diversified Trust Co,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1000,River Oaks Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1000,McVean Trading & Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1000,Greer Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2100,Ted Welch Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$200,Ted Welch Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$200,Ted Welch Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2100,Diversified Trust Co,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$300,Gen Cap America,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2000,Gen Cap America,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,Dapco Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,Dapco Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$1900,Greer Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$300,Greer Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,Chapter 2 Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,Summitt Strategic Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,Summitt Strategic Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,Summitt Strategic Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,Summitt Strategic Investments,Investors,Oppose
Andrew Lamar Alexander,Republican,Yes,$2300,,Investors,Oppose
